x1,x2,y
0.0,0.0,1.0
0.02004008016032064,0.01002004008016032,0.999800210337842
0.04008016032064128,0.02004008016032064,0.999204946085504
0.06012024048096192,0.03006012024048096,0.9982204852685299
0.08016032064128256,0.04008016032064128,0.996853267058573
0.1002004008016032,0.0501002004008016,0.995109891611544
0.12024048096192384,0.06012024048096192,0.9929971198411087
0.1402805611222445,0.07014028056112225,0.9905218731276276
0.16032064128256512,0.08016032064128256,0.9876912329626519
0.18036072144288576,0.09018036072144288,0.984512440529122
0.2004008016032064,0.1002004008016032,0.9809928962174337
0.22044088176352705,0.11022044088176353,0.9771401590775693
0.24048096192384769,0.12024048096192384,0.9729619462075118
0.2605210420841683,0.13026052104208416,0.968466132078188
0.280561122244489,0.1402805611222445,0.9636607477952134
0.3006012024048096,0.1503006012024048,0.9585539802977323
0.32064128256513025,0.16032064128256512,0.9531541714946774
0.3406813627254509,0.17034068136272545,0.9474698173387943
0.3607214428857715,0.18036072144288576,0.941509566838805
0.3807615230460922,0.1903807615230461,0.9352822210101026
0.4008016032064128,0.2004008016032064,0.9287967317644038
0.42084168336673344,0.21042084168336672,0.922062200738802
0.4408817635270541,0.22044088176352705,0.9150878780646914
0.4609218436873747,0.23046092184368736,0.9078831610770584
0.48096192384769537,0.24048096192384769,0.9004575929646554
0.501002004008016,0.250501002004008,0.8928208613616034
0.5210420841683366,0.2605210420841683,0.884982796880984
0.5410821643286573,0.27054108216432865,0.8769533715910143
0.561122244488978,0.280561122244489,0.8687426974344135
0.5811623246492986,0.2905811623246493,0.8603610245915979
0.6012024048096192,0.3006012024048096,0.8518187397883603
0.6212424849699398,0.3106212424849699,0.8431263645487135
0.6412825651302605,0.32064128256513025,0.8342945533936016
0.6613226452905812,0.3306613226452906,0.8253340919861989
0.6813627254509018,0.3406813627254509,0.8162558952245449
0.7014028056112224,0.3507014028056112,0.8070710052822785
0.721442885771543,0.3607214428857715,0.7977905895982598
0.7414829659318637,0.37074148296593185,0.7884259388158873
0.7615230460921844,0.3807615230460922,0.7789884646729353
0.781563126252505,0.3907815631262525,0.7694896978427632
0.8016032064128256,0.4008016032064128,0.7599412857277594
0.8216432865731462,0.4108216432865731,0.7503549902059087
0.8416833667334669,0.42084168336673344,0.7407426853313867
0.8617234468937875,0.4308617234468938,0.7311163549901069
0.8817635270541082,0.4408817635270541,0.7214880905111574
0.9018036072144289,0.45090180360721444,0.7118700882350923
0.9218436873747494,0.4609218436873747,0.7022746470400494
0.9418837675350701,0.47094188376753504,0.6927141658266908
0.9619238476953907,0.48096192384769537,0.6832011409629744
0.9819639278557114,0.4909819639278557,0.6737481636897845
1.002004008016032,0.501002004008016,0.6643679174884615
1.0220440881763526,0.5110220440881763,0.655073175411288
1.0420841683366733,0.5210420841683366,0.6458767973760059
1.062124248496994,0.531062124248497,0.6367917274254473
1.0821643286573146,0.5410821643286573,0.6278309909533822
1.1022044088176353,0.5511022044088176,0.6190076918976962
1.122244488977956,0.561122244488978,0.6103350099020259
1.1422845691382766,0.5711422845691383,0.601826197446991
1.1623246492985972,0.5811623246492986,0.5934945769521762
1.1823647294589177,0.5911823647294588,0.5853535378500259
1.2024048096192383,0.6012024048096192,0.5774165336328267
1.222444889779559,0.6112224448897795,0.5696970788739657
1.2424849699398797,0.6212424849699398,0.5622087462246569
1.2625250501002003,0.6312625250501002,0.5549651633873453
1.282565130260521,0.6412825651302605,0.5479800100670031
1.3026052104208417,0.6513026052104208,0.5412670149015417
1.3226452905811623,0.6613226452905812,0.5348399523725721
1.342685370741483,0.6713426853707415,0.5287126396977562
1.3627254509018036,0.6813627254509018,0.5228989337059946
1.3827655310621243,0.6913827655310621,0.5174127276967075
1.4028056112224447,0.7014028056112224,0.5122679482844684
1.4228456913827654,0.7114228456913827,0.5074785522302602
1.442885771543086,0.721442885771543,0.5030585232606231
1.4629258517034067,0.7314629258517034,0.49902186887597527
1.4829659318637274,0.7414829659318637,0.49538261714938403
1.503006012024048,0.751503006012024,0.492154813517077
1.5230460921843687,0.7615230460921844,0.48935251756197934
1.5430861723446894,0.7715430861723447,0.48698979979157
1.56312625250501,0.781563126252505,0.485080738411351
1.5831663326653307,0.7915831663326653,0.4836394160952252
